,0
115,-0.00771045700316647
116,0.2250877576793605
117,-0.06646225050178595
118,0.08128188013783658
119,0.021037270440584663
120,0.25190419326366864
121,-0.018972596796687023
122,0.4927051234253076
123,-0.14407539334462713
124,0.09389115200423631
125,0.288434591362667
126,0.3477981736342261
127,0.2939136325937568
128,-0.18595990525240458
129,-0.06703694883644463
130,0.36544768188210375
131,-0.23157417717965764
132,0.044219255821630735
133,-0.06247323066268396
134,-0.059415337880996864
135,-0.15698554978521906
136,0.12094755975804322
137,0.3070448854321827
138,0.2218727134733977
139,0.2682820604347709
140,-0.04469285032416545
141,-0.10805482439734973
142,-0.027975167824817133
143,-0.21641113752423077
144,0.31714200936961967
145,0.11644994341828985
146,0.29167474729734205
147,0.22796140399489132
148,0.2351621477176007
149,0.2643300631009938
150,0.13179621918045759
151,-0.08896635077822754
152,0.08343799557343876
153,0.31165520951183656
154,0.20781449156791731
155,0.1092514340800354
156,0.09698927993154216
157,0.17936878486445068
158,0.13558288176667244
159,0.15001365180065776
160,0.45764576424375286
161,0.5194331319815809
162,0.3154714762265
163,0.1565824138869198
164,0.33897461523902855
165,0.0027242394166226286
166,0.028310286313550096
167,0.16388116875604028
168,-0.053103722671666145
169,0.22669072441075802
170,0.3922172057697903
171,0.4402089610375663
172,0.06613213912721985
173,0.44356074818443963
174,0.05880351644338752
175,0.003940029639318891
176,0.15960594870912653
177,0.19537332199787033
178,0.18255779918067772
179,0.21766270427078865
180,0.23066342565392114
181,-0.04821774170743369
182,0.04217715835778644
183,-0.08775787751348077
184,-0.030333439621895546
185,0.12134801036362756
186,0.06662757323947333
187,-0.12193839772146119
188,0.3690346984945454
189,0.1354020187806484
190,0.15303432643177953
191,0.17074706919153254
192,0.2578857826470803
193,-0.07155543776991677
194,0.022989500013597383
195,0.03365997231641087
196,0.19591756538625313
197,0.20553263932883853
198,-0.3085240696614303
199,0.02997195200768534
200,0.0989715669130749
201,-0.07955012222936343
202,0.24962911764096993
203,0.3262083873050847
204,-0.25698568958569984
205,0.001679393105070575
206,0.08292533525994406
207,0.11595893418179061
208,0.04336691900995778
209,0.0677817125042856
210,0.038073611767343744
211,0.11874315191982672
212,0.44629854918838147
213,0.2346831810175604
214,0.10742325115962316
215,0.21722595925786786
216,0.14877033753715366
217,0.358246995928137
218,0.0021778645151587445
219,0.21407859254270684
220,0.21295825369762597
221,0.1767172598316297
222,0.11352551882643097
223,0.4943330080478544
224,0.18607110963690301
225,0.21103030244047893
226,-0.29548003728041533
227,0.38847483791370274
228,0.30102689841482383
229,0.24446922628944173
230,0.10813634888014365
231,0.17772316680976152
232,-0.01860851498549771
233,0.11344757871434392
234,0.10211421614512335
235,0.09742705884876784
236,0.47980593945698413
237,0.2911569869151466
238,-0.20602833838293785
239,0.042502071632194646
240,0.3863630530378783
241,0.45589207292229667
242,0.20551910245088464
243,0.006363923190594629
244,0.06529262489751624
245,0.3802931264679124
246,0.18861857966257217
247,0.25648657449956636
248,-0.1481468332252177
249,0.30217337276956346
250,0.18049347540278957
251,0.2277368735955606
252,0.045852081847989126
253,0.31103415418196495
254,0.21089944815682016
255,0.07083261042601917
256,-0.08673330162863001
257,0.1703302377709384
258,0.4634898695505119
259,0.1034977436949546
260,0.19450950617812154
261,-0.27972334871446514
262,0.08173931091647024
263,0.19413697610868283
264,-0.1291702403658854
265,0.17307518874370076
266,0.03933011135288748
267,0.17442474696517019
268,0.14279694761656342
269,0.10274588963693557
270,0.31687285889413663
271,0.1711271775795534
272,0.29199945681130784
273,0.04288977496982343
274,0.13239740870033082
275,0.19942496441285343
276,0.02765401749414914
277,0.2680355592220515
278,0.17960271554932905
279,0.19228332695201014
280,0.14893097377988365
281,0.10057307290031851
282,0.18956748850360466
283,0.06860774242552323
284,0.03250775349536156
285,0.11979376723146772
286,0.18530441316094434
287,0.33802825176178636
288,0.03253351755300194
289,0.023644384794286773
290,0.16460415257083644
291,0.15338707132431997
292,0.10801391668821193
293,0.4124450799675735
294,0.1916919103782955
295,0.31810396213179076
296,-0.14376099457871597
297,0.04976893320976214
298,-0.15730557552447139
299,0.19709573649226617
300,0.12323490547087135
301,0.021915182786979247
302,0.2596370871765342
303,0.0212412243088295
304,0.115144159370445
305,-0.035860703540607566
306,0.39330018743844747
307,0.12682563009034348
308,0.6077685253098505
309,0.2807499389160906
310,-0.06272587181668189
311,0.17987929830530303
312,-0.051192864563294485
313,0.26850536714861556
314,-0.09247979575467596
315,0.2113807460549083
316,0.10391545146666636
317,0.027487665106834928
318,0.202666768371566
319,-0.11706067174334842
320,0.18340810032670984
321,-0.10431983599711336
322,-0.18032364838512152
323,-0.037280886847369236
324,-0.03262010224335718
325,0.2621703601613551
326,0.03604380713086089
327,-0.03927544733300292
328,0.18119507079578429
329,0.085468997988408
330,0.02242885070273984
331,0.17003210535246358
332,0.43370016536875294
333,0.03961550198415888
334,0.06516070147629327
335,-0.06704056682215374
336,0.18574585026796203
337,-0.004777015130171855
338,-0.13756447770663646
339,0.09331083971424847
340,0.18060389379297973
341,0.3306228926300057
342,-0.30665967491890006
343,0.17457963848044564
344,-0.019596664615933797
345,0.2312809812189228
346,0.19991888643446354
347,0.21642441930507914
348,0.243458525691272
349,0.1663988038153621
350,0.3840187611322693
351,0.035846155228814465
352,-0.03170656774197059
353,0.02154304510906936
354,0.18248618767174066
355,0.08194072087832757
356,-0.014222436826427327
357,0.32375403151104143
358,-0.01874942310637529
359,-0.006278754860330388
360,0.15192631984682042
361,0.4280552766673024
362,0.1406812836591054
363,-0.0016828763567585288
364,0.09318888204595921
365,0.2581085108485822
366,0.11667920991181813
367,0.003467917495936744
368,0.37606156673280555
369,-0.07127734786243564
370,0.20869782420911082
371,0.21689378885959434
372,0.3001727272336663
373,0.13244030031461188
374,0.19622588649137782
375,-0.12283927145706426
376,0.22690054325400025
377,0.4426983218350422
378,-0.05935976163992738
379,-0.010562820684458768
380,0.4314574078482765
381,0.3286848363372794
382,0.04856637204178769
383,0.38248251853204723
384,0.20763826071985172
385,0.15428987329081081
386,0.16829942625679664
387,0.17824297855721682
388,-0.025601504583706226
389,-0.03432260605630778
390,-0.10508908870029074
391,0.16780972166621924
392,0.14979516740399146
393,0.1303193289204495
394,0.007922770733234448
395,0.23511434945683438
396,0.057164873630192195
397,-0.0662358593310009
398,0.2943844995894216
399,0.4658539863629901
400,-0.15069857671468295
401,-0.16933707702418313
402,0.3099379315884419
403,0.08716574876116283
404,-0.2518505734255937
405,0.15739675846756862
406,0.1049607998067898
407,-0.011939606786339643
408,0.36989426232241734
409,0.21151795849710542
410,0.11046682822046254
411,0.3670669986147903
412,0.20799603028886474
413,0.4434796938644873
414,0.1607414814818193
415,0.08539062216389559
416,0.059455505098733964
417,0.3280540483307374
418,0.006734788861946152
419,0.21723590511735882
420,0.24012088538541893
421,0.4057629318884496
422,0.004262051356015812
423,0.27210320879556543
424,0.05814982988876866
425,0.3922309477894998
426,0.06721661010011949
427,0.1233864564482604
428,-0.20838357360588514
429,0.48552097944187966
430,0.06537573195874374
431,0.08722462872386927
432,0.459036472637367
433,-0.07816026592940437
434,0.15768538919000236
435,0.1422344293679412
436,-0.0826730437482395
437,0.2868470105802098
438,0.21209890215601357
439,0.07576508580930154
440,0.1713682813154198
441,-0.05224119140548935
442,0.10103378965939602
443,0.3703380136016402
444,0.1556642764151021
445,0.05394034928439413
446,-0.2590479272568586
447,0.2139509702063275
448,0.21021991184342453
449,0.28876245058031835
450,0.3650602778616307
451,0.4078789088186228
452,0.031012653231088275
453,-0.05949203745158715
454,0.12306333789868922
455,0.4634066878049984
456,0.16869165555391663
457,-0.13547009474137706
458,0.1321627921150721
459,0.10415789376690363
460,0.1502256010310095
461,0.05350597707793059
462,0.19088017983300162
463,0.016098452059111
464,0.15380649613094016
465,0.11206707285527764
466,-0.1154254114652392
467,-0.09883008068182511
468,0.4547673176562288
469,0.14124172478954347
470,0.21347133272777774
471,0.2850869427114484
472,0.4815151128712034
473,-0.011181651381488222
474,0.18403288140092056
475,0.16068794676717577
476,-0.1549487201672514
477,-0.037798055140526074
478,0.2800968099989319
479,0.26271718810264194
480,0.1815448938179504
481,-0.19966831806560864
482,0.0037684016396483345
483,0.04149493699644975
484,0.09002074202448296
485,-0.009738146539336736
486,0.43560376978894205
487,0.06317973672328081
488,-0.000559762639076547
489,-0.13064189339800988
490,0.1994542255318421
491,-0.09260573604590401
492,-0.024711862909390363
493,-0.1745767014751634
494,0.5143951269220005
495,-0.10249949369422898
496,0.2030356216882795
497,0.20973433611915882
498,0.06555546014854263
499,0.03129627028912092
500,0.22447405574025409
501,0.027556999543760348
502,0.40924961218733064
503,0.05236867114933219
504,0.38918824086610937
505,0.351536853127305
506,0.10347840951649938
507,0.40040503893926904
508,0.2952273326843062
509,0.23048516727059107
510,0.052345129918270665
511,0.5855687470909994
512,0.04515998583783851
513,0.08741771270292809
514,0.3757700614828145
515,-0.11098495057960618
516,0.33181254555385503
517,-0.14680186718430335
518,0.35684180478502553
519,0.09569844702814685
520,0.041569507483617665
521,0.32059281232090814
522,-0.15087706364330894
523,0.27664818367298355
524,0.1704095627115145
525,-0.026952670363441195
526,0.19185607490689033
527,0.38079033184786515
528,0.31636519130547597
529,0.20700660434380982
530,0.2252223269677998
531,0.14720136469422396
532,0.262477650211573
533,-0.01970528975740698
534,0.28930636285247713
535,0.21153641204263077
536,-0.09300212543977777
537,0.09839350502199144
538,-0.22310122888523926
539,0.21057363371181023
540,-0.19896761629034415
541,0.29670086706029475
542,0.46158362043782014
543,0.0683456638005063
544,0.022499448641290977
545,0.2542057545841159
546,-0.14622522902613824
547,-0.2550470084149519
548,-0.04859682548467817
549,0.08167717970069349
550,0.21167770848571488
551,0.18648933938633128
552,-0.09395898159592521
553,0.3077575157912912
554,0.06741806603412079
555,-0.14345721087971242
556,0.2877947579302526
557,0.08457165989221138
558,0.1485073743294232
559,0.3016725707904224
560,-0.007405703396365877
561,0.20337640931557086
562,-0.15819530417321387
563,0.20372074753735833
564,0.3301334618829803
565,0.23637775056706023
566,0.33921181013219054
567,0.2356293113698497
568,0.24888912876972386
569,0.023381978438670455
570,-0.0583691045699674
571,0.2132037027768418
572,0.435331123210678
573,-0.05998489904920429
574,-0.06665867036339046
575,0.21644519858189565
576,0.3622647507890751
577,0.1399815873337602
578,0.17672304020184787
579,0.10299538907064947
580,0.011101469313431426
581,0.0595621160817912
582,0.1613145998719067
583,-0.04304363869217899
584,0.03872292294060052
585,0.19869936208936673
586,0.14840953792756642
587,0.305455031209512
588,0.028432117565728
589,0.3905977546914253
590,-0.0013879867228151904
591,0.08659712629254708
592,-0.18140779352690417
593,0.029137491885993894
594,-0.08942589804843831
595,-0.011485642848048191
596,0.024925322183077192
597,-0.24571040341210068
598,-0.11116666535718224
599,0.2242685774846001
600,0.2652845242688018
601,0.19025829222049703
602,0.11783461130852463
603,0.08768496408106066
604,-0.07296137035769926
605,0.17540883016495618
606,0.31589516791563715
607,0.24432947241982805
608,0.30428755138978947
609,-0.35711669639139787
610,0.26532731920093516
611,-0.02176557978458125
612,0.08625803958343803
613,0.1402446335454957
614,0.050700731270094
615,0.24332962382914236
616,0.002194280005973834
617,0.09365789979580538
618,-0.039624105421249146
619,0.14539633199363963
620,-0.045139507495006524
621,0.17919280865394233
622,0.3832660062309125
623,0.14636281640851317
624,0.15061996477967002
625,0.1046883079432773
626,0.2585408772806785
627,0.2927136388317161
628,0.38841160863383895
629,0.04414152641764883
630,0.26941574925573275
631,0.013912567471373316
632,0.3154089644793859
633,0.3755575471113398
634,0.11044762621072414
635,0.13133249855742124
636,-0.07226758372824389
637,0.2442337297167152
638,-0.2959633616722284
639,0.3094586348164651
640,-0.016413413899914162
641,0.2567486911985895
642,-0.05210375360892207
643,0.25341152432054725
644,0.17369673496132132
645,0.11609433339372818
646,0.18098786980651066
647,-0.22043611293909837
648,0.0667716136553083
649,0.13653211943938692
650,0.10654388506419556
651,0.020069083308126526
652,0.13291007690013407
653,0.41172721021241293
654,-0.12953464229472603
655,-0.223087945703359
656,0.5203717845128824
657,0.19468254887902603
658,0.015296215674636127
659,-0.1259573628187725
660,0.2784759787993638
661,0.0793272912926149
662,0.19216359660561014
663,0.304029006638069
664,0.2065231350319311
665,0.08176363292719266
666,0.025261540241218947
667,0.4943622069944158
668,0.2600945892255144
669,-0.3700931237391956
670,-0.2775882244281156
671,-0.19595206340103158
672,0.11793858295608234
673,0.1398772823151807
674,-0.07773856713464182
675,0.14764188798170977
676,0.3312684279048777
677,0.2064989555487297
678,0.3013914859738103
679,0.11312487953818294
680,0.11744081807083036
681,0.23293910450042682
682,0.2355548053021917
683,0.1995038944159166
684,0.10668958175195926
685,0.2003581280733304
686,0.0003217242487426539
687,0.18458166926488578
688,0.14250914398974826
689,-0.1053813710708532
690,0.0404360733016525
691,-0.09986632492720662
692,0.11201321334538296
693,0.18811013220042014
694,0.2574276377532474
695,0.10541287164975863
696,0.02075995751539718
697,0.20207153340111778
698,0.044763835525947995
699,0.5218724563960289
700,0.07633735413525164
701,0.05987187763979443
702,0.027715366521442873
703,0.013024868724780626
704,-0.35800201182932356
705,-0.3063815291510092
706,-0.047402608141469196
707,0.08142579505100409
708,0.5669987150478355
709,-0.303602882644778
710,-0.11456642979111499
711,0.37741989221743844
712,-0.14239419004808343
713,0.43925274602970055
714,0.07837242847687688
715,0.10724144929592744
716,0.15065553114752306
717,0.4263124979312755
718,-0.1270748813696619
719,0.035770612821591274
720,0.18510396760390152
721,0.26100476272062695
722,0.09957532603158795
723,0.00745040843960619
724,0.41844872732525334
725,0.18618832253899584
726,0.16527430740640328
727,-0.09748925354994109
728,0.2845718295000171
729,0.13712828504454247
730,0.08147887064450257
731,0.43702042373993316
732,0.11106021695524432
733,-0.009159673715319977
734,0.45773633638315764
735,-0.032138597036082996
736,0.016890430875177713
737,0.04606828278380104
738,0.25243067070629305
739,-0.13689291351376345
740,0.03916691291666666
741,0.2343596872822931
742,0.32184514577150247
743,0.40387057146793703
744,0.19103739303992745
745,0.16274154978308547
746,0.05378903813555764
747,0.09110922932538136
748,0.043925280499844684
749,0.0801788626113499
750,-0.14255386927621083
751,-0.01200841845988821
752,0.11120160615796609
753,-0.011697093942904094
754,-0.15474645046975366
755,-0.17869444834324483
756,0.17308045551447207
757,0.07599728864655683
758,-0.00989988185333164
759,0.10763700789987726
760,0.133693467487006
761,0.10439972125261017
762,0.05165801976619569
763,0.2039132933229739
764,0.3124908639172298
765,0.13375870918547036
766,0.2141968909334917
767,0.1940451602708743
768,0.2848671549536187
769,0.2210165985438687
770,0.254862605447669
771,0.1804112660784596
772,-0.09265739416320794
773,0.3306555853620615
774,0.06663956316744454
775,-0.20860774330939152
776,-0.034836101313525034
777,0.05142900191189799
778,0.1845526638713504
779,0.022975481914158213
780,0.25998885991549836
781,0.39596555213988954
782,0.269719121346549
783,0.4209858260666003
784,-0.4285772028938662
785,0.03449474815981277
786,0.21838544725652803
787,0.012961845517053695
788,0.1959106458196308
789,0.06771366523677602
790,-0.1579341157707705
791,-0.20195492129047887
792,0.003662307101479259
793,0.4280300820926659
794,-0.019231373766441594
795,-0.22553379318785483
796,0.10262096683560586
797,0.06848156481736102
798,0.12372065026084995
799,0.21911968308175692
800,0.02083416390711811
801,0.2821081493329595
802,0.35618029149111524
803,0.23418366923850298
804,0.14293960602873618
805,-0.23869795030922408
806,-0.033308827195909774
807,-0.3318480382792517
808,0.08641844910620253
809,0.180508731639104
810,0.1335823928582914
811,0.18674144797121364
812,0.3189317655208108
813,0.2868018471483524
814,0.21056962682132405
815,0.25185594697640334
816,-0.05704471456922359
817,-0.09781652149684322
818,0.23941043755038705
819,-0.2576542759218701
820,0.16298782519281863
821,0.3150299016596977
822,-0.059115730005789055
823,-0.11382232831663108
824,0.23052833270695083
825,-0.10201079917852507
826,0.22003865497126898
827,0.08864952756991824
828,0.2353845516426853
829,-0.10735066291495023
830,0.29119779986479644
831,0.20634805121833436
832,-0.06271127539868147
833,0.3911317880137381
834,0.3167629101951497
835,0.58842564922558
836,0.12315340690513515
837,-0.13165205807808938
838,0.10228982791755384
839,0.23820555231235294
840,0.520906330334578
841,0.3568326682412414
842,-0.019704087076048475
843,0.1918996409561793
844,0.32214267965145627
845,0.4188726680073123
846,-0.3835764166287828
847,-0.10514475719168137
848,0.02463805736506172
849,-0.2647529285327894
850,-0.09753374983184981
851,0.0017952346950724264
852,-0.2826095200952211
853,-0.06836123414073098
854,-0.01059759757922298
855,-0.171909853616554
856,0.2260743944475226
857,0.05966607991135944
858,0.3376206924363911
859,0.18358952987049867
860,0.2974458973498405
861,0.06620106769834183
862,-0.035589750057410274
863,-0.12217665218383349
864,0.1200397266701154
865,0.14282588160745466
866,0.24188531589016082
867,0.11280120060119078
868,0.17915777103850725
869,0.4105017385057725
870,-0.1301613552020415
871,0.43013465970109077
872,0.5003841127720601
873,0.11022676083413463
874,0.12604622091150589
875,0.14961047597116697
876,0.33781488167190904
877,0.15075103724869646
878,0.08890761778442124
879,-0.1447602239173247
880,0.2751550510162683
881,0.1514630436390439
882,-0.27762798968019986
883,0.2611047375161726
884,-0.35560661120088877
885,0.3805299379861199
886,0.12659300201237056
887,0.23393847419365507
888,0.15793750411703766
889,0.1528229753186282
890,0.35700137288960976
891,0.09860227290974174
892,0.13655440041959302
893,0.08824870964547435
894,0.2763426242803498
895,0.02677718326530694
896,0.24574475381464694
897,0.3367993234297783
898,-0.49056760172737723
899,0.24464991931742464
900,0.2430339843791365
901,-0.014492612152932034
902,0.42772115671258926
903,0.1828405403339597
904,0.44834852147737253
905,0.41728005083096087
906,-0.15593391448228028
907,0.12170023668194965
908,0.07513498120113311
909,0.06612232184304558
910,0.21315378752006828
911,-0.04891552751176543
912,-0.14746851727945134
913,-0.09803473525828321
914,-0.08843632470186868
915,0.38989051488926174
916,0.1274033348039012
917,0.009197128568819393
918,-0.08935028969986175
919,-0.2679868503645931
920,-0.1397133254685039
921,0.1135089954212867
922,0.31715092882979184
923,-0.02417493197885691
924,0.09609563959214573
925,0.26661145818094517
926,-0.01366844299129802
927,0.1390814876731137
928,0.0816084285558788
929,-0.13696542705305617
930,0.08396330111934237
931,0.0768557522531057
932,-0.07289433362115114
933,0.3589508021562483
934,0.06311449319985496
935,0.19407279716692433
936,-0.031166515731054077
937,-0.04064666737452905
938,0.29011973650749034
939,-0.11344675037002547
940,0.2355924938456492
941,0.26596496787508495
942,0.2507189350493403
943,-0.038856484444296166
944,0.1607292361351105
945,-0.08681316208482472
946,0.17351356628156211
947,0.1723796485266588
948,0.2665548359313594
949,0.06706264196097615
950,0.06996810986547936
951,-0.0015603558402964499
952,0.20458927841625532
953,0.30386402371899013
954,0.2132163425462188
955,-0.12860489798080832
956,0.2914101857016453
957,-0.11430193932661117
958,0.23601244709754932
959,0.13158683720489872
960,0.19119496704608288
961,-0.012137908566886447
962,0.3848161774308112
963,0.1122969209272196
964,0.20034316756694814
965,0.3417312690144094
966,-0.04210898913508286
967,-0.0077440685660128804
968,0.48506126499461416
969,0.3839489391383174
970,0.12202335541714762
971,0.19969571789637908
972,0.10300630627460866
973,0.0297702433937385
974,0.2229900972601951
975,0.39685805869885676
976,0.10064174204238524
977,0.19125698691030935
978,0.14698579185953736
979,0.4099528043958864
980,0.608293405055807
981,0.3009111042730401
982,0.19964794300777897
983,-0.12009012841062673
984,0.19839968524525917
985,-0.07939326683668792
986,0.11359046598006219
987,-0.30778558973974324
988,0.05576187383360409
989,0.20962691988802715
990,0.2432637844256091
991,-0.037033444058156714
992,0.013421597339956286
993,0.3494316993929115
994,0.08040592920716083
995,0.05333908635207989
996,-0.12543447125071583
997,0.12297218133596306
998,-0.009506505369789291
999,0.050915096979076625
1000,0.17968398329519703
1001,-0.04586249215703847
1002,0.4184154085701701
1003,-0.027073009284301505
1004,0.15728954700421582
1005,0.06652657960811041
1006,-0.02364779840777212
1007,0.24563491498302736
1008,-0.0018560186200099107
1009,0.10881501699072992
1010,-0.20674544616400964
1011,0.16603996690589748
1012,0.2056179089417146
1013,0.27124447322052153
1014,0.4198414931448532
1015,0.09181420033374797
1016,0.17146750310454403
1017,0.26000757495475335
1018,0.3080492084843884
1019,-0.0606259084913557
1020,0.09470113910008504
1021,0.2127397699121853
1022,0.4278241757026876
1023,0.3079440724904135
1024,0.18738766934943824
1025,0.23795325709892196
1026,0.2848905517749398
1027,0.22657852233914327
1028,0.02736553528348795
1029,-0.007963991215297497
1030,-0.09391888526172557
1031,0.14174307438607162
1032,0.29382359342097697
1033,0.3931869048252076
1034,0.24399731214228315
1035,0.4840680204436375
1036,-0.029120136270446857
1037,-0.11103930545310908
1038,0.20852463057560036
1039,0.13135862618305755
1040,0.07555925597890358
1041,0.18969677614115368
1042,0.0777743029199973
1043,0.1509895727932883
1044,0.6101514054037569
1045,0.24127821636827257
1046,0.1694318913403764
1047,0.19528785980090932
1048,0.10246231640620625
1049,0.18068222154251742
1050,0.13216573035227258
1051,0.1311533296645342
1052,0.11616442762664955
1053,0.16635796828910906
1054,0.0313952915065549
1055,-0.048774995591539784
1056,0.014560690009581318
1057,-0.1138855693519514
1058,0.3003586288664138
1059,0.006686427263532442
1060,0.06546553525223656
1061,0.5158301899403989
1062,0.3832540675986923
1063,-0.10431184016325423
1064,0.45017748456250556
1065,0.043042185954789966
1066,0.1931083892980532
1067,0.029118707597520638
1068,0.13898192303475213
1069,-0.07035987359045498
1070,-0.028533800839498573
1071,0.1265037125541437
1072,0.1669706056240794
1073,-0.033296792770318336
1074,0.41436400112203947
1075,0.08540125287605359
1076,0.126250779915852
1077,-0.16362512252994177
1078,-0.13901400898785163
1079,-0.15522427353971371
1080,0.15941215603323539
1081,0.2889280652570668
1082,0.047292233926129607
1083,0.19193124137081588
1084,0.41496941175923396
1085,-0.21485018026650066
1086,0.2301659029173765
1087,0.16740779579907544
1088,0.10247480077554212
1089,0.05023303146698786
1090,-0.11656915895479342
1091,0.10848934680218755
1092,0.16024598308399216
1093,0.0818092608331823
1094,-0.12875072543407337
1095,0.080244121038906
1096,0.052331955292970106
1097,-0.05050407505418216
1098,-0.007333212979502455
1099,0.11266150776445372
1100,0.17553347826659083
1101,0.012568915170599257
1102,0.27949302885246796
1103,0.0227682108107785
1104,0.10359025874495667
1105,0.0049488291560053355
1106,-0.03334746705668838
1107,0.026036783758749075
1108,-0.006744969273213072
1109,0.28329988232325654
1110,0.46257286424710475
1111,0.280599697320468
1112,-0.10938873819818248
1113,-0.032306957776211766
1114,0.0761912186909997
1115,0.5081866287975773
1116,-0.014052749537483356
1117,-0.032441515429907836
1118,0.23408223126734062
1119,0.05740981732236609
1120,0.1619374984184803
1121,-0.02243135324223182
1122,0.45273630616692623
1123,0.39475057636673416
1124,-0.2784766394784695
1125,0.3245987830555935
1126,0.10616702031658422
1127,0.36572599090091695
1128,-0.22444360274585365
1129,0.11490743524577203
1130,0.005140793497568949
1131,0.5241748272487536
1132,0.21875580721821627
1133,0.24339522898129917
1134,0.3974220282874365
1135,0.35689397567453574
1136,0.17238543678202775
1137,0.44928161442502984
1138,-0.16241834381132142
1139,0.14244031790193795
1140,0.36197088439650604
1141,0.5449043591924491
1142,0.08758067127918452
1143,0.21707690694052098
1144,0.4622487929167474
1145,0.34538782563159637
1146,-0.034487694951523165
1147,0.29014722753709127
1148,-0.0812902181139221
1149,0.1115530028805913
1150,-0.1533545885434593
1151,0.009868280244046759
1152,0.20490867456677475
1153,0.1179934279670743
1154,0.23292207717487154
1155,0.042746459776939645
1156,0.3869234588322906
1157,0.5469005792261132
1158,-0.022890838583599044
1159,-0.17532371958961923
1160,0.5498814374126755
1161,-0.17725562749630633
1162,0.17845401601387278
1163,0.20467405276290196
1164,0.17331812708237254
1165,0.2609311173296311
1166,-0.07530894105085122
1167,0.35084725529799027
1168,0.2851504286781379
1169,-0.0752033872889874
1170,0.15107224854451537
1171,0.02671031715679336
1172,0.05208094574179776
1173,0.040897966571597805
1174,0.5056465978834663
1175,-0.14914797440566474
1176,0.2964969308143012
1177,0.04446644434143155
1178,0.07136705158764264
1179,0.026087768812370217
1180,0.09579669929398194
1181,0.1738476936442462
1182,0.4041003532986424
1183,0.1375699453647157
1184,0.26983707157452697
1185,-0.17510307764179936
1186,0.13784065972654286
1187,-0.06741616901906003
1188,0.1479883746272876
1189,0.10239626286040485
1190,0.16801196328334356
1191,0.11360507997401265
1192,0.34670589609041824
1193,0.17651792655620033
1194,0.1713429699880398
1195,0.20861108530985897
1196,0.02727895739020921
1197,-0.004349891482663331
1198,0.2891187556449633
1199,0.0532165345482202
1200,0.1019892662895762
1201,-0.1290768087696677
1202,0.1980853087480501
1203,-0.2921467723444362
1204,-0.012556066390509938
1205,0.1680601587708227
1206,-0.06550452872645796
1207,-0.0006850189596325565
1208,-0.006694739842274132
1209,0.2076183396040002
1210,0.189007007028566
1211,0.4562040903691037
1212,0.2132465083172567
1213,0.2123083554459772
1214,0.2996613579768638
1215,0.0589018759801369
1216,-0.02936605003542346
1217,0.05617598685679824
1218,0.2584451019158843
1219,0.2744772387296555
1220,0.010685117167502468
1221,0.2627098282851868
1222,0.30165439788623655
1223,-0.1330992466802545
1224,0.16206492375229115
1225,0.14939492621558983
